danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name
0.537,0.788,1,-3.668,1,0.0362,0.434,0.0,0.0992,0.499,151.902,4ybdTQiPB5RrbVgRMwlBNk,spotify:track:4ybdTQiPB5RrbVgRMwlBNk,204150,4,1,Nadie Como Tú,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",La Oreja de Van Gogh
0.472,0.494,2,-6.91,1,0.0261,0.417,0.0,0.103,0.427,185.845,5WYDcW1n3M2AcrAh4pDI4s,spotify:track:5WYDcW1n3M2AcrAh4pDI4s,224413,3,1,Historia de un Sueño,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",La Oreja de Van Gogh
0.855,0.649,9,-9.202,0,0.0295,0.187,0.0412,0.172,0.556,110.003,4cq1yyPKv20z2wFJbxmjx6,spotify:track:4cq1yyPKv20z2wFJbxmjx6,184413,4,1,Bonustrack,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",La Oreja de Van Gogh
0.671,0.817,6,-12.107,0,0.0569,0.415,0.000235,0.0715,0.938,119.549,3iB8eciGU9vZkaDYkz7Ir9,spotify:track:3iB8eciGU9vZkaDYkz7Ir9,203333,4,1,Bamboléo,"['flamenco', 'rumba', 'world']",Gipsy Kings
0.775,0.722,7,-13.042,1,0.0906,0.442,0.0,0.0862,0.889,119.39,06HRc41zK97Hh9AcuyXVZn,spotify:track:06HRc41zK97Hh9AcuyXVZn,224507,4,1,Baila Me,"['flamenco', 'rumba', 'world']",Gipsy Kings
0.698,0.81,2,-8.856,1,0.0977,0.0864,0.00256,0.0807,0.569,106.511,59FHW3xikQOEXQHlWufCNM,spotify:track:59FHW3xikQOEXQHlWufCNM,209507,4,1,Que La D.E.A. No Me Vea (Yapa),['bolivian rock'],Atajo
0.5,0.745,0,-7.923,1,0.0538,0.305,0.0,0.106,0.598,139.272,4a1ZRjPOpkK3iLwIlpQKU4,spotify:track:4a1ZRjPOpkK3iLwIlpQKU4,208907,4,1,Amor Infiel,['cuarteto'],La Barra
0.462,0.797,9,-7.579,1,0.159,0.596,1.05e-06,0.935,0.693,188.178,20lAf42k0iA7Ij5y4gQzZE,spotify:track:20lAf42k0iA7Ij5y4gQzZE,194920,4,1,Un Millón de Rosas,['cuarteto'],La Barra
0.68,0.661,0,-11.285,0,0.0666,0.113,0.0,0.131,0.841,143.353,76RSkFEXDmTYKj3nITaBfL,spotify:track:76RSkFEXDmTYKj3nITaBfL,245000,4,1,La Carta,['cuarteto'],La Barra
0.455,0.625,7,-7.083,1,0.0342,0.291,0.0,0.101,0.421,79.605,16TUZwSM52lPzdnY1dgluf,spotify:track:16TUZwSM52lPzdnY1dgluf,236800,4,1,Hasta el Otro Carnaval,"['cumbia andina mexicana', 'folclore jujeno', 'folklore argentino']",Los Tekis
0.572,0.531,6,-8.082,0,0.0258,0.133,1.11e-06,0.1,0.362,77.003,5LwjcFrvqLcfa4ONEcDP3o,spotify:track:5LwjcFrvqLcfa4ONEcDP3o,225573,4,1,Hoy,"['folclore salteno', 'folclore santiagueno', 'folklore argentino']",Los Huayra
0.607,0.581,2,-7.667,1,0.0545,0.351,0.0,0.421,0.615,75.096,3tBDMih3NYaLGWP3RqusrA,spotify:track:3tBDMih3NYaLGWP3RqusrA,263720,4,1,Arde la Ciudad,"['cumbia andina mexicana', 'folclore jujeno', 'folklore argentino']",Los Tekis
0.707,0.708,0,-8.186,1,0.0266,0.512,0.0,0.1,0.806,125.934,6qkS2ebQrNmSznA50ODfxs,spotify:track:6qkS2ebQrNmSznA50ODfxs,209293,4,2,Aventura (feat. Marcela Morelo),"['argentine rock', 'argentine telepop', 'folklore argentino', 'pop argentino', 'rock en espanol']",Abel Pintos
0.364,0.59,1,-6.686,0,0.043,0.548,0.0,0.0914,0.446,81.311,6dT5W7zuEcUZHnZuVlSIJ5,spotify:track:6dT5W7zuEcUZHnZuVlSIJ5,258827,4,1,La Noche Sin Tí,"['folclore salteno', 'folclore santiagueno', 'folklore argentino']",Los Huayra
0.437,0.155,0,-15.078,1,0.0325,0.656,6.57e-05,0.171,0.352,82.033,4Xunts6NLofGZCFEICTDTg,spotify:track:4Xunts6NLofGZCFEICTDTg,185933,4,1,A Primera Vista,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']",Pedro Aznar
0.633,0.734,6,-5.158,1,0.0277,0.0104,0.0,0.0789,0.945,150.057,2dSz2px33HmyFwL5rDlh2e,spotify:track:2dSz2px33HmyFwL5rDlh2e,195581,4,1,Razón,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Caligaris
0.564,0.966,7,-4.184,1,0.0811,0.0181,0.0,0.32,0.92,163.047,4Jr2cHZaIe1rmdVlc5efIy,spotify:track:4Jr2cHZaIe1rmdVlc5efIy,191461,4,1,Kilómetros,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Caligaris
0.588,0.899,6,-4.923,0,0.0419,0.378,0.000627,0.362,0.879,149.062,5SYefHqRXNFjmBLICBseWw,spotify:track:5SYefHqRXNFjmBLICBseWw,262067,4,2,Quereme Así,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Caligaris
0.412,0.86,1,-5.874,1,0.178,0.049,0.0,0.958,0.412,155.002,3Uk9wO7TSqWdBerbP3Iayd,spotify:track:3Uk9wO7TSqWdBerbP3Iayd,263168,4,2,Añejo W - Vivo,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Caligaris
0.414,0.408,0,-9.825,1,0.0291,0.188,0.0,0.184,0.272,126.813,5A44iIZenvd56WXWCO9K5K,spotify:track:5A44iIZenvd56WXWCO9K5K,264467,3,1,No Necesito Nada,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar
0.781,0.419,9,-5.779,0,0.0322,0.16,0.0,0.0459,0.814,83.959,6dDbXJnEItsk7R6e7VFV93,spotify:track:6dDbXJnEItsk7R6e7VFV93,244920,4,1,Tú Sin Mí,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",Dread Mar I
0.675,0.771,8,-5.062,1,0.0282,0.127,6.16e-06,0.0935,0.619,132.038,0sOpGWXWkxNDev51Dst3fQ,spotify:track:0sOpGWXWkxNDev51Dst3fQ,299960,4,1,Traicionero,['argentine rock'],La Beriso
0.637,0.601,11,-6.205,0,0.0261,0.486,0.000204,0.0897,0.607,139.989,4xEAPLGnp20PYUlhbKHuTF,spotify:track:4xEAPLGnp20PYUlhbKHuTF,186307,4,1,Ese Maldito Momento,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar
0.789,0.448,0,-7.514,1,0.0441,0.126,0.0,0.178,0.727,145.997,1OuRWuKhsxNdV2FCIkyCnV,spotify:track:1OuRWuKhsxNdV2FCIkyCnV,248467,4,1,Decide Tú,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']",Dread Mar I
0.581,0.293,7,-10.918,1,0.038,0.802,0.0,0.0873,0.364,127.162,1X2Z8Js9G8YmXIbrwSIptK,spotify:track:1X2Z8Js9G8YmXIbrwSIptK,272240,3,1,Zamba y Acuarela,"['argentine rock', 'folclore santiagueno', 'folklore argentino', 'nueva cancion', 'rock en espanol', 'rock nacional']",Raly Barrionuevo
0.643,0.717,9,-6.61,1,0.0259,0.0266,0.00358,0.296,0.76,133.968,0EC4pUdeehtjl7Yh5GiV3u,spotify:track:0EC4pUdeehtjl7Yh5GiV3u,190640,4,1,Creo Que Me Enamoré,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",Vicentico
0.638,0.786,9,-5.297,1,0.0278,0.0639,0.000123,0.122,0.574,123.978,632m4UwpYiBYWdxyZKTN4X,spotify:track:632m4UwpYiBYWdxyZKTN4X,276560,4,1,Insisto,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ciro y los Persas
0.691,0.465,2,-9.04,1,0.0601,0.0223,0.00149,0.109,0.905,167.984,6StWP4Tvs8Ci6QOCIDefYk,spotify:track:6StWP4Tvs8Ci6QOCIDefYk,266133,4,1,Verte Reír,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar
0.537,0.758,3,-3.895,1,0.0353,0.00699,0.0,0.113,0.658,147.027,5pQsZbRuL4PIdOy8P7BqWK,spotify:track:5pQsZbRuL4PIdOy8P7BqWK,274320,4,1,Ella,['argentine rock'],La Beriso
0.532,0.884,7,-4.941,1,0.0398,0.148,6.76e-06,0.154,0.781,128.074,4Y7nAGTGPq8jikscC0jIHy,spotify:track:4Y7nAGTGPq8jikscC0jIHy,235560,4,1,Te quiero igual,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",Andrés Calamaro
0.676,0.731,9,-5.253,1,0.0368,0.0438,1.26e-05,0.624,0.812,150.151,0ZLakHzHWqUIlkeDa4i8aC,spotify:track:0ZLakHzHWqUIlkeDa4i8aC,233268,4,2,Runaway,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",Los Pericos
0.715,0.594,4,-6.583,1,0.0366,0.826,0.0,0.165,0.534,121.967,0zRAzcLsnLfXKun09xuhTl,spotify:track:0zRAzcLsnLfXKun09xuhTl,194033,4,1,Un Rato de Amor - Acústico,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Caligaris
0.734,0.604,8,-5.916,1,0.0548,0.205,3.12e-06,0.254,0.927,84.965,5fRgvfgF4TM947Gi6qOlcF,spotify:track:5fRgvfgF4TM947Gi6qOlcF,279920,4,1,Bastará,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",Los Cafres
0.624,0.842,1,-4.098,1,0.0361,0.00278,0.000525,0.127,0.929,141.892,04bg4edMdpKhsgkSzYqj55,spotify:track:04bg4edMdpKhsgkSzYqj55,226747,4,1,9 de Julio,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros
0.569,0.809,9,-5.069,1,0.0265,0.0113,0.0,0.191,0.772,140.037,3KDClBkoakbdF0pSdF2PP7,spotify:track:3KDClBkoakbdF0pSdF2PP7,174521,4,1,Descontrolado,"['argentine rock', 'rock en espanol', 'rock nacional']",Jóvenes Pordioseros
0.746,0.649,4,-6.272,0,0.0658,0.147,0.000612,0.101,0.851,92.012,6eKYlDXNbMTKYyt7APb8kn,spotify:track:6eKYlDXNbMTKYyt7APb8kn,183829,4,1,Un Mundo Mejor,"['argentine reggae', 'argentine rock', 'latin alternative', 'reggae en espanol', 'rock en espanol', 'ska argentino']",Riddim
0.411,0.974,9,-4.351,0,0.112,0.0215,0.0,0.104,0.716,152.672,5Vrw8Br1PSD8OcjblU5BEV,spotify:track:5Vrw8Br1PSD8OcjblU5BEV,247973,4,1,Imposible,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros
0.611,0.819,0,-6.411,1,0.0344,0.0269,0.0,0.337,0.847,100.007,36f22pzKAf1rpXBnupXrBh,spotify:track:36f22pzKAf1rpXBnupXrBh,221827,4,1,Vienes y Te Vas,"['cumbia andina mexicana', 'folclore jujeno', 'folklore argentino']",Los Tekis
0.552,0.799,2,-6.653,0,0.0471,0.0607,0.0,0.098,0.944,84.9,71T6mf9jsYoLByrbkeZJQA,spotify:track:71T6mf9jsYoLByrbkeZJQA,209570,4,1,Perdiste,"['folclore salteno', 'folklore nuevo argentino']",AHYRE
0.416,0.552,7,-6.379,1,0.0349,0.245,0.0,0.288,0.206,160.045,6w8vrqjspBrCckBZOerReI,spotify:track:6w8vrqjspBrCckBZOerReI,216661,4,1,Mientes,['folklore nuevo argentino'],Ceibo
0.532,0.776,9,-7.873,0,0.03,0.024,0.000419,0.358,0.667,137.736,1MRhIdcloOD0uiiG3ybXGX,spotify:track:1MRhIdcloOD0uiiG3ybXGX,206200,4,1,Un Poco de Amor Francés,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Patricio Rey y sus Redonditos de Ricota
0.537,0.749,2,-6.335,1,0.0284,0.000611,0.525,0.197,0.734,124.232,0Ruvs5IxqkGqQVWCO2oRpw,spotify:track:0Ruvs5IxqkGqQVWCO2oRpw,213067,4,1,De Música Ligera - Remasterizado 2007,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo
0.636,0.593,4,-5.181,0,0.0567,0.303,1.41e-05,0.108,0.742,145.972,0C9V5jMElp7laZZdsCHufD,spotify:track:0C9V5jMElp7laZZdsCHufD,237547,4,1,Campanas en la Noche,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Los Tipitos
0.512,0.845,9,-3.164,1,0.0381,0.1,0.000353,0.264,0.659,139.955,3nnDwYz3dEd4p2ESdpS1G0,spotify:track:3nnDwYz3dEd4p2ESdpS1G0,250173,4,1,Reyes de la Noche,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Guasones
0.71,0.787,9,-6.3,1,0.0279,0.0891,0.0,0.149,0.874,118.002,0ZAJ660VP57lLK4U7NlGOy,spotify:track:0ZAJ660VP57lLK4U7NlGOy,260371,4,1,Nunca quise,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Intoxicados
0.497,0.651,0,-4.479,1,0.0277,0.00631,0.0,0.172,0.519,139.817,7kGsNBECFyCQ0fBJn2KB6o,spotify:track:7kGsNBECFyCQ0fBJn2KB6o,267120,4,1,Arteria Ulnar,[],Té de Brujas
0.63,0.679,9,-4.423,0,0.0392,0.105,0.0,0.241,0.774,92.02,56mbNpJVn5WQhOlsOvb2A0,spotify:track:56mbNpJVn5WQhOlsOvb2A0,263933,4,1,La Soledad,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Bersuit Vergarabat
0.569,0.9,0,-3.74,1,0.0307,0.0115,1.45e-05,0.131,0.834,135.104,6w57EcF0xZ9Lwvhmh9whnF,spotify:track:6w57EcF0xZ9Lwvhmh9whnF,251571,4,1,Arde la ciudad,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Mancha De Rolando
0.491,0.863,5,-7.573,0,0.0365,8.91e-05,0.00258,0.185,0.271,138.958,4suom7B7d6DQa2YTPBT1lv,spotify:track:4suom7B7d6DQa2YTPBT1lv,204933,4,1,Deja Vu,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",Gustavo Cerati
0.568,0.938,11,-3.016,1,0.0349,0.27,0.0,0.537,0.965,155.01,0F0I189uNvQBdgy1SFNOec,spotify:track:0F0I189uNvQBdgy1SFNOec,154203,4,1,No Le Ganamos a Nadie,[],Literal
0.556,0.601,4,-7.511,1,0.0336,0.0742,0.00474,0.205,0.605,111.106,2kB1rqoTaZ3j6ChtIWGurm,spotify:track:2kB1rqoTaZ3j6ChtIWGurm,199933,4,1,Me Gustas Mucho,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Viejas Locas
0.549,0.778,0,-7.646,1,0.028,0.00296,0.0,0.102,0.953,136.007,50GbEo3clyzJRzuAjIFWdz,spotify:track:50GbEo3clyzJRzuAjIFWdz,207903,4,1,Contratiempos,[],Parientes
0.725,0.565,9,-8.626,0,0.136,0.0378,6.01e-05,0.0405,0.714,162.012,6TzpJImasQyQjp46Umdqav,spotify:track:6TzpJImasQyQjp46Umdqav,313667,3,1,Que Ves?,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Divididos
0.462,0.902,0,-4.059,1,0.0649,0.000516,1.88e-05,0.532,0.718,138.037,5w3GTe4W2fHBC3tLnqCr1B,spotify:track:5w3GTe4W2fHBC3tLnqCr1B,242933,4,1,Un Dia Perfecto,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Estelares
0.632,0.726,2,-6.357,1,0.027,0.0101,0.000476,0.0498,0.802,160.943,1vWGMS6plTwEMAevI9UUjL,spotify:track:1vWGMS6plTwEMAevI9UUjL,255813,4,1,Mirenla,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ciro y los Persas
0.604,0.594,2,-11.517,1,0.0309,0.0301,0.0,0.11,0.527,138.862,6VPIaZNNJFOY9U17geQz1o,spotify:track:6VPIaZNNJFOY9U17geQz1o,194227,4,1,Lunes Por La Madrugada,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional', 'ska argentino']",Los Abuelos De La Nada
0.624,0.803,4,-5.688,0,0.0262,0.19,0.000112,0.216,0.825,129.931,0uuEqOyKlABOB7hzWKcEeG,spotify:track:0uuEqOyKlABOB7hzWKcEeG,207867,4,1,A las Nueve,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar
0.592,0.51,4,-12.316,1,0.0295,0.00519,0.00288,0.202,0.431,143.531,6qoHBab3uXaz0qCXm04iTQ,spotify:track:6qoHBab3uXaz0qCXm04iTQ,229507,4,1,Hacelo por Mí,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Attaque 77
0.545,0.652,4,-5.365,0,0.026,0.144,0.0,0.216,0.503,92.978,3TCpMjVi4DVzbc5dXLpEeX,spotify:track:3TCpMjVi4DVzbc5dXLpEeX,186342,4,1,Si Tú No Estas (Nashville),[],Stokoff
0.665,0.852,9,-3.252,0,0.0331,0.00338,4.16e-05,0.151,0.952,120.044,4wjbUTC312rQO7rziAONDa,spotify:track:4wjbUTC312rQO7rziAONDa,238507,4,1,Sigue Girando,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ratones Paranoicos
0.634,0.869,11,-6.169,1,0.0331,0.0471,1.15e-05,0.926,0.957,130.121,4saEiUudiabEQd8NFX02kb,spotify:track:4saEiUudiabEQd8NFX02kb,255852,4,1,Solo voy,"['argentine rock', 'cumbia villera', 'latin alternative', 'rock en espanol', 'rock nacional']",La 25
0.655,0.894,2,-7.696,1,0.0994,0.0271,0.0684,0.0414,0.785,152.354,4VikOud5ZmdmHH6h7uQeDB,spotify:track:4VikOud5ZmdmHH6h7uQeDB,206720,4,1,Nos Siguen Pegando Abajo,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Charly García
0.536,0.571,11,-10.061,0,0.0398,0.00199,4.07e-05,0.214,0.232,180.091,3CQinOLvOg1vMvP9a060xV,spotify:track:3CQinOLvOg1vMvP9a060xV,260160,4,1,Una Nueva Realidad,[],Scones de la Chola
0.539,0.693,0,-7.742,1,0.0264,0.0698,6.82e-05,0.767,0.336,106.883,6yo3nBYfVRdfCp44LFlFqG,spotify:track:6yo3nBYfVRdfCp44LFlFqG,198160,4,1,Cuando no estás - Jamón del medio,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",Andrés Calamaro
0.653,0.598,0,-9.179,1,0.037,0.0329,0.00196,0.0736,0.711,94.099,5BgRSqd7xAhEfWgA9opde9,spotify:track:5BgRSqd7xAhEfWgA9opde9,229160,4,1,Cuando Pase El Temblor - Remasterizado 2007,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo
0.589,0.842,2,-5.309,1,0.0378,0.000373,0.0172,0.259,0.273,104.024,4WmMZtbFw54OYKrqVKVupx,spotify:track:4WmMZtbFw54OYKrqVKVupx,182079,4,1,Brujería,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Los Tipitos
0.406,0.771,4,-6.991,0,0.0562,0.128,0.0,0.127,0.42,132.002,2FFfOPjyK1P1QLPpe5rcxv,spotify:track:2FFfOPjyK1P1QLPpe5rcxv,336360,4,1,Balada Del Diablo y La Muerte,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",La Renga
0.382,0.912,2,-2.898,1,0.0551,0.00169,7.88e-06,0.233,0.56,187.941,5Bi9Cq5oVFy1OtUgecbegZ,spotify:track:5Bi9Cq5oVFy1OtUgecbegZ,289760,4,1,Creo,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros
0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,3oqWr0jDWNXxWufNogGREp,spotify:track:3oqWr0jDWNXxWufNogGREp,232027,4,1,Crimen,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",Gustavo Cerati
0.602,0.916,4,-5.418,0,0.0399,0.0123,0.00134,0.133,0.549,101.212,5wCUdBsdubZ3ZFoJoRsMrY,spotify:track:5wCUdBsdubZ3ZFoJoRsMrY,292267,4,1,Persiana Americana - Remasterizado 2007,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo
0.364,0.55,7,-7.179,1,0.0329,0.421,3.89e-06,0.961,0.206,73.398,0TNFwyywtAp01QF6mJZWXT,spotify:track:0TNFwyywtAp01QF6mJZWXT,295160,4,3,Un Pacto - Live In Buenos Aires / 2001,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Bersuit Vergarabat
0.637,0.455,11,-4.254,1,0.0308,0.165,0.0,0.26,0.619,147.233,4SGCn3ZVXa7bepHuAdQvC9,spotify:track:4SGCn3ZVXa7bepHuAdQvC9,281920,4,1,Madrugada,['argentine rock'],La Beriso
0.626,0.389,4,-11.609,1,0.0254,0.677,1.12e-05,0.117,0.656,97.708,6rg1MBZqggsQ5olFGTw0rr,spotify:track:6rg1MBZqggsQ5olFGTw0rr,212880,4,1,Spaghetti del Rock,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Divididos
0.464,0.864,9,-3.298,1,0.0298,0.00178,1.95e-06,0.0839,0.594,146.525,48EI8HkseqMBYQw8yl4WL3,spotify:track:48EI8HkseqMBYQw8yl4WL3,188447,4,1,Dale!,[],La Extrema Vanguardia
0.679,0.368,11,-15.449,0,0.0251,0.689,1.02e-05,0.28,0.736,104.931,2qBirMakpTdz9ymxrZEyzg,spotify:track:2qBirMakpTdz9ymxrZEyzg,160867,4,1,Seguir Viviendo Sin Tu Amor,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Luis Alberto Spinetta
0.653,0.627,0,-6.236,1,0.0301,0.0248,0.0,0.0728,0.635,120.014,2Od0CgYgYgeCXFyZazD98g,spotify:track:2Od0CgYgYgeCXFyZazD98g,299999,4,1,Tan lejos,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",No Te Va Gustar
0.531,0.652,9,-7.204,0,0.0249,0.0424,3.97e-05,0.367,0.441,97.999,47S8e00sVFw4o27jnrf3gF,spotify:track:47S8e00sVFw4o27jnrf3gF,203671,4,2,La Razón,[],Yazbik
0.589,0.901,2,-3.442,1,0.0311,0.02,0.0,0.355,0.795,125.976,7upAH0ezzsThyvr33YKn4u,spotify:track:7upAH0ezzsThyvr33YKn4u,254147,4,1,Pasos Al Costado,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Turf
0.694,0.735,7,-6.914,1,0.0298,0.113,0.0,0.223,0.408,125.979,3i22RR1yUia5ShKujgQcX3,spotify:track:3i22RR1yUia5ShKujgQcX3,202360,4,1,Chino,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Mancha De Rolando
0.549,0.707,7,-9.183,1,0.0273,0.0884,0.00013,0.577,0.777,129.963,0wUFXsXHZc2h6wKRcmJNWF,spotify:track:0wUFXsXHZc2h6wKRcmJNWF,198707,4,1,Par Mil,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Divididos
0.58,0.86,0,-4.528,1,0.0339,0.011,0.000104,0.121,0.721,147.97,1YoHqyHOB0rYj92LTrVFlx,spotify:track:1YoHqyHOB0rYj92LTrVFlx,251547,4,1,Astros,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ciro y los Persas
0.49,0.746,9,-5.771,1,0.0339,0.00548,0.0,0.348,0.584,137.011,1BJK21KnkR7YS5NUTY4t2C,spotify:track:1BJK21KnkR7YS5NUTY4t2C,216320,4,1,Aire,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Estelares
0.534,0.747,5,-6.792,1,0.0263,0.0384,0.0,0.143,0.677,103.067,0NhFqADNG4OABBBEtxW0WM,spotify:track:0NhFqADNG4OABBBEtxW0WM,191520,4,1,Si Me Dijeras,[],Vozenoff
0.819,0.705,4,-7.245,0,0.0365,0.162,0.000543,0.0666,0.976,112.248,3QyB8F5ZhYoai6qjC3evt4,spotify:track:3QyB8F5ZhYoai6qjC3evt4,182013,4,1,Rock del Gato,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ratones Paranoicos
0.616,0.737,9,-5.103,0,0.029,0.0135,4.25e-05,0.154,0.339,124.0,599IrnvmbLxi4VViMtkeWr,spotify:track:599IrnvmbLxi4VViMtkeWr,281533,4,1,Va A Escampar,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']",La Vela Puerca
0.708,0.672,7,-5.538,1,0.0352,0.346,1.97e-05,0.382,0.963,134.635,198qSChSMQFuSimdeeY9gK,spotify:track:198qSChSMQFuSimdeeY9gK,279987,4,1,Vasos Vacíos - Remasterizado 2008,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Los Fabulosos Cadillacs
0.558,0.73,0,-6.664,0,0.0278,0.0293,4.94e-06,0.475,0.873,127.973,60IzIxSuVAtU71yCmHjxHH,spotify:track:60IzIxSuVAtU71yCmHjxHH,181827,4,1,Será,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Las Pelotas
0.626,0.84,2,-4.731,1,0.0335,0.0317,0.000214,0.141,0.706,146.013,1lJ9ayOv9ShL9VnJ28ty83,spotify:track:1lJ9ayOv9ShL9VnJ28ty83,241997,4,2,Niebla de Otoño,[],Juan Rosasco en Banda
0.644,0.831,2,-5.157,1,0.027,0.0324,3.02e-05,0.0788,0.701,131.983,68eJYi8WK6RVYepwkESww8,spotify:track:68eJYi8WK6RVYepwkESww8,289093,4,1,Me Gusta,"['argentine rock', 'cumbia pop', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Ciro y los Persas
0.418,0.558,7,-7.953,1,0.0256,0.104,0.0,0.12,0.523,83.907,6cFf4Jfy7ThUwGzbqFcZsx,spotify:track:6cFf4Jfy7ThUwGzbqFcZsx,284532,4,2,Ella Dijo,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Estelares
