,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name,most_common_genre
426,0.554,0.7,1,-6.939,0,0.0837,0.00626,2.33e-06,0.143,0.404,146.946,0b3pwlOy7SdLU3xzUkvXk5,spotify:track:0b3pwlOy7SdLU3xzUkvXk5,208933,4,1,Calma,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
427,0.529,0.51,10,-8.337,1,0.0281,0.1,6.72e-05,0.573,0.343,139.975,3bFgMrWcR77OgdZjUmuDUy,spotify:track:3bFgMrWcR77OgdZjUmuDUy,328373,3,1,Amor Ausente,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
428,0.547,0.378,4,-7.498,1,0.0292,0.218,0.0,0.0471,0.27,77.929,2tYUTQX84aJnwYP5Oq8QBv,spotify:track:2tYUTQX84aJnwYP5Oq8QBv,207507,4,1,Antes Que Vuelva a Caer,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
429,0.395,0.798,2,-5.341,1,0.0551,0.028,2.47e-06,0.312,0.469,204.498,3eHLHaiWUv4V39XtEeRECQ,spotify:track:3eHLHaiWUv4V39XtEeRECQ,202760,1,1,Como Vas a Hacer,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
430,0.642,0.815,0,-6.035,0,0.0382,0.00994,0.0,0.277,0.608,123.947,44tSWwLBd51qmFRmjGKlE4,spotify:track:44tSWwLBd51qmFRmjGKlE4,212373,4,1,Agujas,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
431,0.736,0.798,2,-4.39,1,0.0688,0.0307,0.00137,0.527,0.327,117.973,38aVQCVj5ySnM8AJGwlywF,spotify:track:38aVQCVj5ySnM8AJGwlywF,271707,4,1,EL Balcón,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
432,0.409,0.279,3,-11.501,1,0.036,0.02,0.82,0.0869,0.0492,118.883,5ef55De0bCj7bYt4G7LL9A,spotify:track:5ef55De0bCj7bYt4G7LL9A,396227,4,1,Umbral,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
433,0.664,0.859,4,-4.809,0,0.178,0.00627,1.41e-05,0.0785,0.535,119.1,66hLU2UVizenMcI7JpWDQ4,spotify:track:66hLU2UVizenMcI7JpWDQ4,180813,4,1,Magoo,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
434,0.481,0.937,0,-4.526,1,0.143,0.013,1.68e-06,0.0652,0.358,163.958,3OAXFPbcW5gYjhreMZDutJ,spotify:track:3OAXFPbcW5gYjhreMZDutJ,295493,4,1,Desatalo,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
435,0.586,0.706,5,-5.189,1,0.0362,0.000399,0.00628,0.094,0.378,146.093,0AHo2EK4J1Gw8gs1SIuFXt,spotify:track:0AHo2EK4J1Gw8gs1SIuFXt,218707,4,1,Frío Cemento,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
436,0.593,0.715,4,-4.934,0,0.0516,0.000983,0.0,0.0436,0.303,150.005,1eqa7UxRqR59lR5SQ79lZg,spotify:track:1eqa7UxRqR59lR5SQ79lZg,273720,4,1,Para Que Sigamos siendo,"['argentine indie', 'argentine metal', 'argentine rock', 'indie cordoba', 'latin rock', 'nuevo folklore argentino', 'rock en espanol', 'rock nacional']",Eruca Sativa,argentine rock
437,0.234,0.187,2,-12.31,1,0.0331,0.829,2.23e-06,0.206,0.181,80.866,5bhzPvNQFzKlDlGdH9qpsu,spotify:track:5bhzPvNQFzKlDlGdH9qpsu,228978,4,2,Síntomas,['indie cordoba'],Fly Fly Caroline,indie cordoba
438,0.557,0.584,4,-7.722,0,0.0331,0.0507,0.002,0.3,0.407,91.021,5Q2cothuH1ob9CXxCEVBru,spotify:track:5Q2cothuH1ob9CXxCEVBru,257668,4,1,La Noche,['indie cordoba'],Fly Fly Caroline,indie cordoba
439,0.563,0.841,7,-5.222,0,0.0351,0.0145,0.0417,0.198,0.277,124.965,5guG6ivoONGqHpNhQI7LFV,spotify:track:5guG6ivoONGqHpNhQI7LFV,327148,4,1,Mirada Infinita,['indie cordoba'],Fly Fly Caroline,indie cordoba
440,0.471,0.419,7,-6.016,1,0.0285,0.193,0.00104,0.109,0.236,135.891,6JpgboGQwULu1bAaL20A3A,spotify:track:6JpgboGQwULu1bAaL20A3A,254464,4,1,La Soledad,['indie cordoba'],Fly Fly Caroline,indie cordoba
441,0.605,0.737,11,-5.906,0,0.0295,0.00551,0.00213,0.312,0.438,117.972,2TcUFWDsKP0d7V4qlASE8u,spotify:track:2TcUFWDsKP0d7V4qlASE8u,218956,3,1,Acuarela,['indie cordoba'],Fly Fly Caroline,indie cordoba
442,0.515,0.621,4,-5.687,0,0.0377,0.248,0.000396,0.0834,0.225,116.683,1VzsBMIZCsnWoOzxnOIa6d,spotify:track:1VzsBMIZCsnWoOzxnOIa6d,204040,3,1,Las Ruinas,['indie cordoba'],Fly Fly Caroline,indie cordoba
443,0.586,0.858,3,-4.44,0,0.0378,0.002,0.00853,0.08,0.419,125.009,4eHs1OTq2Y3xvfANzXHbBw,spotify:track:4eHs1OTq2Y3xvfANzXHbBw,267555,4,1,Tantas Veces,['indie cordoba'],Fly Fly Caroline,indie cordoba
444,0.241,0.746,8,-5.654,1,0.0332,0.00423,0.0217,0.373,0.531,83.31,0SwrFVtfGTWwXydrHtkMDG,spotify:track:0SwrFVtfGTWwXydrHtkMDG,174761,4,1,Exagero,['indie cordoba'],Fly Fly Caroline,indie cordoba
445,0.332,0.913,9,-4.99,0,0.0791,0.00241,0.00508,0.759,0.551,187.911,4FhAcT1vrSewvGxjoxeXA2,spotify:track:4FhAcT1vrSewvGxjoxeXA2,353024,4,1,Vacío,['indie cordoba'],Fly Fly Caroline,indie cordoba
446,0.557,0.341,1,-10.436,0,0.0242,0.514,0.000289,0.336,0.179,99.966,3oyUzB6CtUSsJamPZTbeps,spotify:track:3oyUzB6CtUSsJamPZTbeps,258672,3,1,Lado B,['indie cordoba'],Fly Fly Caroline,indie cordoba
447,0.911,0.577,9,-7.725,0,0.043,0.0838,0.000276,0.236,0.823,120.995,482CWaKmMQzrYMQMEMYRtT,spotify:track:482CWaKmMQzrYMQMEMYRtT,178913,4,1,Fumar de día,"['argentine alternative rock', 'argentine indie']",Marilina Bertoldi,argentine indie
448,0.686,0.696,2,-6.738,1,0.0414,0.000539,0.0187,0.231,0.362,100.006,7m03gMMffsuRbxWhZO0ug7,spotify:track:7m03gMMffsuRbxWhZO0ug7,193052,4,1,Racat,"['argentine alternative rock', 'argentine indie']",Marilina Bertoldi,argentine indie
449,0.538,0.679,9,-11.546,1,0.0314,8.27e-05,0.0303,0.199,0.0571,91.899,1Rp7gHlaGAErmawdAOiAiq,spotify:track:1Rp7gHlaGAErmawdAOiAiq,378880,4,1,Odio en el Alma,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial metal', 'rock gotico']",Hocico,aggrotech
450,0.29,0.957,11,-8.868,0,0.0619,4.55e-05,0.000301,0.0727,0.277,141.959,0VWEnQZdiign3Y3krHxl9O,spotify:track:0VWEnQZdiign3Y3krHxl9O,218000,4,1,La Revancha de America,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
451,0.366,0.721,4,-10.762,0,0.0299,0.000118,0.0202,0.208,0.282,84.983,0flNEGHYBGS3LIGtcfz7JS,spotify:track:0flNEGHYBGS3LIGtcfz7JS,347840,4,1,Memoria de Siglos,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
452,0.369,0.913,9,-9.305,1,0.0869,1.7e-05,0.00438,0.0589,0.546,149.307,3YWpA7x28C2I1babxcLEwK,spotify:track:3YWpA7x28C2I1babxcLEwK,206493,3,1,Prediccion,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
453,0.451,0.839,11,-8.944,0,0.0703,0.0207,5.34e-06,0.182,0.512,120.661,52x3BPPBIegew6WTJiea7a,spotify:track:52x3BPPBIegew6WTJiea7a,240933,4,1,Atravesando Todo Limite,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
454,0.431,0.657,4,-11.681,0,0.0346,1.66e-05,0.901,0.0982,0.32,135.071,3yOoYUUSHMoqBMRLP3IKYZ,spotify:track:3yOoYUUSHMoqBMRLP3IKYZ,108907,5,1,Horizonte Perdido,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
455,0.446,0.914,9,-8.983,1,0.0709,0.00131,0.00703,0.0404,0.331,91.546,1Om7HF2BPC70Nbt6N8PyRY,spotify:track:1Om7HF2BPC70Nbt6N8PyRY,257667,4,1,Vientos de Poder,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
456,0.345,0.67,2,-12.339,1,0.0434,0.000413,0.0022,0.188,0.153,147.464,1gQQActw15tIUITTV46mMF,spotify:track:1gQQActw15tIUITTV46mMF,269733,4,1,Del Camionero,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
457,0.434,0.95,7,-8.198,1,0.0984,0.000565,0.0,0.475,0.407,143.118,5rpgCoLAmYTmB3Fe6rg2fH,spotify:track:5rpgCoLAmYTmB3Fe6rg2fH,188933,4,1,Gil Trabajador,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
458,0.316,0.907,4,-9.312,0,0.0622,2.48e-05,4.35e-05,0.3,0.402,147.352,7KNUps3qAoEQuvI4YB12Py,spotify:track:7KNUps3qAoEQuvI4YB12Py,172493,4,1,Evitando el Ablande,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
459,0.604,0.9,10,-9.264,0,0.0679,7.7e-05,0.0,0.345,0.311,117.133,2BbV9PDwc25SIW7J0YeaT4,spotify:track:2BbV9PDwc25SIW7J0YeaT4,208507,4,1,En las Calles de Liniers,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
460,0.44,0.782,9,-10.894,1,0.0381,0.000367,0.885,0.07,0.712,116.158,3QSyeeFAzU8xyRdTcOw4kR,spotify:track:3QSyeeFAzU8xyRdTcOw4kR,190493,4,1,De Pismanta a Baucacheta,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
461,0.245,0.845,11,-8.307,0,0.0731,0.00113,1.31e-05,0.225,0.373,158.525,3ACU4Frw3Ditx6gPKRfiMw,spotify:track:3ACU4Frw3Ditx6gPKRfiMw,262600,4,1,Cráneo Candente,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
462,0.246,0.801,9,-9.104,1,0.0657,0.00761,0.00108,0.253,0.262,141.743,0LUmcBUE7YL1Q37cjkge3g,spotify:track:0LUmcBUE7YL1Q37cjkge3g,291507,4,1,Masa Anestesiada,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
463,0.385,0.872,0,-7.427,1,0.122,0.00324,6.03e-06,0.13,0.353,130.893,0XXGAJMH168IBxz8D3WtuP,spotify:track:0XXGAJMH168IBxz8D3WtuP,159093,4,1,Desterrando a los Oscurantistas,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
464,0.291,0.828,9,-8.251,1,0.058,0.000704,9.62e-05,0.128,0.528,161.356,0pHjoxtrvUl3hu0FTu7KC4,spotify:track:0pHjoxtrvUl3hu0FTu7KC4,227307,4,1,Víctimas del Vaciamiento,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
465,0.434,0.676,0,-8.545,1,0.0305,0.00239,0.0,0.398,0.484,127.337,3d4pDydhiHJkPvoYi1T8r5,spotify:track:3d4pDydhiHJkPvoYi1T8r5,304600,4,1,Tú Eres Su Seguridad,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
466,0.291,0.917,0,-8.521,1,0.236,0.00362,0.0,0.119,0.355,150.041,4nrpdHS1S5jmAt4RHkzQBu,spotify:track:4nrpdHS1S5jmAt4RHkzQBu,180400,4,1,Sepulcro Civil,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
467,0.355,0.759,0,-9.53,1,0.0594,0.0026,4.25e-06,0.261,0.363,129.388,2CoxHqTw4rHN9ZiAQNNp2A,spotify:track:2CoxHqTw4rHN9ZiAQNNp2A,203093,4,1,Vida Impersonal,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
468,0.504,0.862,11,-7.883,1,0.0408,0.00827,0.0,0.224,0.422,101.827,4WQueDu80Z9fzTfzwg2RbO,spotify:track:4WQueDu80Z9fzTfzwg2RbO,193333,4,1,Desde el Oeste,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
469,0.305,0.847,9,-8.75,1,0.0634,0.00549,2.86e-06,0.52,0.479,134.024,2kwA6rfhQMzw1KtXx9Xp1u,spotify:track:2kwA6rfhQMzw1KtXx9Xp1u,190240,4,1,Para Que No Caigas,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
470,0.287,0.826,9,-9.823,1,0.0672,0.00345,7.23e-06,0.138,0.485,151.798,5SUa16UCbGaubRnIF8HZVF,spotify:track:5SUa16UCbGaubRnIF8HZVF,196227,4,1,Deja de Robar,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
471,0.405,0.613,0,-8.885,1,0.0339,0.104,5.51e-06,0.115,0.165,123.744,4kieRMqiUhENOBGKgT0re8,spotify:track:4kieRMqiUhENOBGKgT0re8,243000,4,1,Yo No Lo Haré,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
472,0.258,0.799,1,-8.613,1,0.0846,6.38e-06,0.00626,0.374,0.506,153.717,31uE753M3sl7xFjeG1Zboc,spotify:track:31uE753M3sl7xFjeG1Zboc,160400,4,1,Vencedores Vencidos,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
473,0.289,0.919,0,-8.788,1,0.0703,4.71e-06,0.00293,0.256,0.491,148.757,4tfKEKnvuBNpZYv6ZdWlky,spotify:track:4tfKEKnvuBNpZYv6ZdWlky,173907,4,1,Ideando la Fuga,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
474,0.375,0.853,9,-9.893,0,0.0723,0.00456,0.0,0.222,0.437,143.853,6M7sooRPMxkicgcVlnXOnL,spotify:track:6M7sooRPMxkicgcVlnXOnL,154267,4,1,Cambalache,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
475,0.207,0.96,11,-8.474,1,0.0961,4.37e-06,0.171,0.175,0.578,155.972,15kJ7CCnILgG48o6xmCEXa,spotify:track:15kJ7CCnILgG48o6xmCEXa,131600,4,1,Destrucción,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
476,0.28,0.942,2,-9.271,0,0.0574,1.45e-05,0.825,0.135,0.308,93.786,4ChXc6la6xrXD8AlFWbJ09,spotify:track:4ChXc6la6xrXD8AlFWbJ09,130160,4,1,No Class,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
477,0.333,0.7,2,-10.479,1,0.0298,2.23e-06,0.605,0.124,0.255,135.352,4hoLm6zvwKT1cddiaTRsWj,spotify:track:4hoLm6zvwKT1cddiaTRsWj,296307,4,1,Porque Hoy Nací,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
478,0.672,0.625,7,-8.939,0,0.0552,0.923,0.0,0.106,0.882,164.288,1s0ndZpf2KeKEA08CsIFia,spotify:track:1s0ndZpf2KeKEA08CsIFia,153773,3,1,Sigue Feliz,[],Alonso y Bernardo,
479,0.404,0.509,2,-10.918,0,0.0406,0.0987,0.000771,0.119,0.434,88.171,20HseYfcdD8KFPGKfK5aSS,spotify:track:20HseYfcdD8KFPGKfK5aSS,202613,4,1,Trigal,"['cancion melodica', 'nueva cancion', 'pop romantico']",Sandro,nueva cancion
480,0.715,0.791,0,-6.835,1,0.0405,0.359,0.000461,0.0692,0.781,98.168,2jQj5bsJeOad1YoaPWjJHm,spotify:track:2jQj5bsJeOad1YoaPWjJHm,245031,4,1,Cariñito,"['chicha', 'cumbia peruana']",Los Hijos del sol,chicha
481,0.48,0.481,2,-8.447,1,0.0294,0.211,0.000528,0.095,0.708,140.125,0OG7sM9FE3H5yhUD7MRvSc,spotify:track:0OG7sM9FE3H5yhUD7MRvSc,229693,4,1,Quiero Llegar,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
482,0.426,0.138,0,-12.696,1,0.0458,0.878,0.0,0.0935,0.367,133.396,7rkOfjUBTZIvgzFkKkJgon,spotify:track:7rkOfjUBTZIvgzFkKkJgon,139667,4,1,Hoy Te Miré,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
483,0.376,0.56,11,-7.095,0,0.0333,0.419,0.0423,0.128,0.353,120.097,1zE7DPe5rWHYyshd8FGCrX,spotify:track:1zE7DPe5rWHYyshd8FGCrX,235920,4,1,Camino,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
484,0.248,0.19,7,-10.643,0,0.028,0.93,0.493,0.128,0.0724,79.381,6A0FtND8HxyxZ2j5JrCwkp,spotify:track:6A0FtND8HxyxZ2j5JrCwkp,74440,1,1,Coral,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
485,0.388,0.108,4,-14.542,0,0.0328,0.943,0.0277,0.111,0.203,82.591,4eJQKHRwUIGdInXVei4Ss1,spotify:track:4eJQKHRwUIGdInXVei4Ss1,154547,3,1,"Te Quiero, Te Espero","['argentine rock', 'rock nacional']",Arco Iris,argentine rock
486,0.485,0.108,7,-12.966,0,0.0382,0.914,3.31e-05,0.226,0.144,104.476,1WwFUWzoQpW0PuDuiUJbVu,spotify:track:1WwFUWzoQpW0PuDuiUJbVu,38933,3,1,Luli,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
487,0.458,0.311,9,-10.746,1,0.0364,0.811,0.00109,0.0722,0.194,64.767,5jWwMW5NukSIViNcDvTLWJ,spotify:track:5jWwMW5NukSIViNcDvTLWJ,240587,3,1,Cancion de Cuna para el Niño Astronauta,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
488,0.501,0.33,4,-9.241,0,0.0266,0.697,1.6e-05,0.175,0.531,92.537,1Pa0W2rVcNjEZrIKB3wKfi,spotify:track:1Pa0W2rVcNjEZrIKB3wKfi,115040,4,1,Y una Flor (El Pastito),"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
489,0.439,0.753,2,-8.149,1,0.0673,0.0721,0.651,0.109,0.291,164.635,2koI7Xd6kCRg2D1d1j6OXb,spotify:track:2koI7Xd6kCRg2D1d1j6OXb,340520,4,1,Tiempo,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
490,0.443,0.62,11,-8.52,0,0.107,0.176,0.0359,0.0993,0.149,91.613,1JuFh8gMZW8m1VVhrpUAKo,spotify:track:1JuFh8gMZW8m1VVhrpUAKo,716093,4,1,Y Ahora Soy,"['argentine rock', 'rock nacional']",Arco Iris,argentine rock
491,0.389,0.278,3,-9.368,1,0.0395,0.943,0.0418,0.202,0.313,99.834,2LdjqsBZHy5RdUUzdbtcka,spotify:track:2LdjqsBZHy5RdUUzdbtcka,202507,3,1,El Día Que Me Quieras,"['latin classical', 'nueva cancion', 'tango']",Carlos Gardel,nueva cancion
492,0.5,0.603,7,-8.818,0,0.0486,0.885,1.68e-06,0.563,0.773,120.533,0NEUXBIimSCMfMnD0qpryf,spotify:track:0NEUXBIimSCMfMnD0qpryf,164989,4,1,Guapo Y Varon,"['nueva cancion', 'tango', 'vintage tango']",Julio Sosa,nueva cancion
493,0.811,0.941,4,-3.068,0,0.0516,0.549,8.41e-06,0.0574,0.961,130.083,1oInQX1RuH1TcHuDv8Gvw3,spotify:track:1oInQX1RuH1TcHuDv8Gvw3,195653,4,1,Las Avispas,"['bachata', 'latin', 'latin pop', 'salsa choke', 'tropical']",Juan Luis Guerra 4.40,latin
494,0.148,0.167,4,-18.586,0,0.0363,0.591,0.742,0.0902,0.0377,67.905,3klBAH0wi8hR1kvRmiHRvw,spotify:track:3klBAH0wi8hR1kvRmiHRvw,247553,3,1,Piel,"['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']",Arca,dance pop
495,0.583,0.409,6,-15.926,0,0.392,0.802,0.24,0.139,0.186,89.887,5IEZd068ItF8u9fP2G4Gva,spotify:track:5IEZd068ItF8u9fP2G4Gva,394121,4,1,No,"['downtempo', 'electronica', 'microhouse']",Nicolas Jaar,downtempo
496,0.696,0.704,4,-6.32,1,0.0395,0.337,7.53e-05,0.0758,0.736,124.998,2OGxACVWCden7vGDSVtCjm,spotify:track:2OGxACVWCden7vGDSVtCjm,202707,4,1,Microdancing,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",Babasónicos,argentine rock
497,0.774,0.653,2,-4.304,1,0.0361,0.107,0.0,0.0673,0.845,95.009,5pPVr6ihrWNBADsrHKoSy4,spotify:track:5pPVr6ihrWNBADsrHKoSy4,209723,4,1,Frijolero,"['latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'mexican rock', 'rock en espanol']",Molotov,rock en espanol
498,0.62,0.714,0,-9.859,1,0.0489,0.0505,0.0,0.0869,0.931,172.756,6ZbwzxhQ62IoGb70EK7lLg,spotify:track:6ZbwzxhQ62IoGb70EK7lLg,159880,3,1,Sobredosis de Chamamé,['chamame'],Amboé,chamame
499,0.56,0.922,7,-5.184,1,0.0638,0.0833,0.0,0.0799,0.856,149.79,5CaIwevHOqEFkn3hBJ0cNW,spotify:track:5CaIwevHOqEFkn3hBJ0cNW,180720,4,1,De Más,"['argentine metal', 'argentine punk', 'argentine rock', 'latincore', 'paraguayan rock']",Cadena Perpetua,argentine rock
500,0.502,0.978,4,-2.492,1,0.0452,7.48e-05,0.0,0.353,0.658,104.438,5BK8JZS8wZlmivPzuvWt9E,spotify:track:5BK8JZS8wZlmivPzuvWt9E,174080,4,1,Aeropuerto,"['argentine punk', 'argentine rock', 'latin alternative', 'rock en espanol', 'ska argentino']",2 minutos,argentine rock
501,0.421,0.907,4,-4.422,1,0.0476,0.0167,6.55e-05,0.198,0.668,156.023,3PVxFrXLdtISm3MSyfkWUk,spotify:track:3PVxFrXLdtISm3MSyfkWUk,229747,4,1,Setentista,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Attaque 77,argentine rock
502,0.417,0.845,7,-5.421,1,0.111,0.0601,0.0,0.191,0.436,200.072,1wnBOpVpT01ndkg4EzroAs,spotify:track:1wnBOpVpT01ndkg4EzroAs,185693,4,1,Algo Personal,"['argentine metal', 'argentine punk', 'argentine rock', 'latincore', 'paraguayan rock']",Cadena Perpetua,argentine rock
503,0.261,0.935,0,-3.371,1,0.0688,0.00176,0.0,0.535,0.74,166.724,5Pqbuqy6jtB67IQa0YyQrU,spotify:track:5Pqbuqy6jtB67IQa0YyQrU,161960,3,1,Tema De Adrian,"['argentine punk', 'argentine rock', 'latin alternative', 'rock en espanol', 'ska argentino']",2 minutos,argentine rock
504,0.471,0.78,11,-3.941,1,0.029,0.217,1.79e-05,0.428,0.521,93.969,3f9S7DDvDhsyINxe7FcZJe,spotify:track:3f9S7DDvDhsyINxe7FcZJe,287227,4,1,Justo Que Te Vas,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock nacional']",Ricardo Iorio,argentine rock
505,0.201,0.885,10,-2.823,0,0.0515,0.0197,0.0,0.138,0.438,184.109,2Q0Aem12iTNPibzcokgiUz,spotify:track:2Q0Aem12iTNPibzcokgiUz,167985,4,1,Tanto amor,"['argentine metal', 'argentine punk', 'argentine rock']",Massacre,argentine rock
506,0.508,0.697,7,-12.047,1,0.0433,0.0525,0.00284,0.0321,0.839,149.618,54hZ4XVJ0xdp6teJVyHgn8,spotify:track:54hZ4XVJ0xdp6teJVyHgn8,158947,4,1,Kanishka,"['argentine indie', 'argentine punk', 'argentine rock', 'rock en espanol', 'rock nacional']",Los Brujos,argentine rock
507,0.561,0.972,0,-3.761,0,0.0822,0.000164,2.51e-05,0.504,0.382,108.981,0Wwb8pi1LU7JUlXfzKsURU,spotify:track:0Wwb8pi1LU7JUlXfzKsURU,237467,4,1,Sacate la Mierda,"['argentine heavy metal', 'argentine metal', 'argentine punk', 'argentine rock', 'latin metal', 'latincore', 'rock en espanol']",Carajo,argentine rock
508,0.28,0.969,2,-3.104,1,0.106,0.00554,0.0,0.235,0.57,191.111,3rv5S2382N9Z5NJT8uSYLf,spotify:track:3rv5S2382N9Z5NJT8uSYLf,132720,4,1,Si Yo Soy Asi,"['argentine metal', 'argentine punk', 'argentine rock', 'latincore']",Flema,argentine rock
509,0.421,0.959,9,-3.324,0,0.154,0.0139,0.0,0.338,0.592,175.9,75dwfwU6jHcP966W9py5SQ,spotify:track:75dwfwU6jHcP966W9py5SQ,342480,4,1,Fatal Destino,"['argentine punk', 'argentine rock', 'rosario indie']",Bulldog,argentine rock
